cluster_id,id_pista,name,MapBiom,OSM,OSMPoly,Manual,Dimas,id,i,col,row,area,area_rel,start_date,end_date
110,2414,Pista 2414,1,0,0,0,1,C68L44,5,68,44,766379519.0107567,99.17295480488518,NA,NA
111,2539,Pista 2539,1,0,0,0,0,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
112,185,Pista 185,1,0,0,0,1,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
113,182,Pista 182,1,0,0,0,0,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
114,184,Pista 184,1,0,0,0,0,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
115,189,Pista 189,1,0,0,0,0,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
116,181,Pista 181,1,0,0,0,1,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
117,187,Pista 187,1,0,0,0,1,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
118,183,Pista 183,1,0,0,0,1,C67L44,5,67,44,766379519.0106648,99.17295480487329,NA,NA
119,180,Pista 180,1,0,0,0,1,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
120,68398,Fazenda Samaúma,0,1,0,0,0,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
121,179,Pista 179,1,0,0,0,0,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
122,178,Pista 178,1,0,0,0,0,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
123,2535,Pista 2535,1,0,0,0,1,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
124,78169,Pista Canaã,1,1,0,0,1,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
125,176,Pista 176,1,0,0,0,1,C66L45,5,66,45,766805047.4053977,99.22802009199567,NA,NA
126,2536,Pista 2536,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
127,776850,Três Poderes,1,1,0,0,1,C67L45,5,67,45,766805047.405352,99.22802009198975,NA,NA
128,175,Pista 175,1,0,0,0,1,C66L45,5,66,45,766805047.4053977,99.22802009199567,NA,NA
129,177,Pista 177,1,0,0,0,0,C66L45,5,66,45,766805047.4053977,99.22802009199567,NA,NA
130,69436,Serra Verde,1,1,0,0,1,C68L46,5,68,46,767215976.8069235,99.28119620377137,NA,NA
131,696929,Montreal,1,1,0,0,0,C66L48,5,66,48,767994007.6117464,99.38187688733544,NA,NA
132,38,Pista 38,1,0,0,1,1,C67L50,5,67,50,768713552.1702409,99.47498918771605,NA,NA
133,37,Pista 37,1,0,0,1,1,C67L50,5,67,50,768713552.1702409,99.47498918771605,NA,NA
134,39,Pista 39,1,0,0,1,1,C67L50,5,67,50,768713552.1702409,99.47498918771605,NA,NA
135,2445,Pista 2445,1,0,0,0,0,C66L51,5,66,51,769051374.8078231,99.51870495560641,NA,NA
136,1337,Pista 1337,1,0,0,0,0,C66L51,5,66,51,769051374.8078231,99.51870495560641,NA,NA
137,42,Pista 42,1,0,0,1,0,C67L51,5,67,51,769051374.8077768,99.51870495560043,NA,NA
138,2250,Pista 2250,1,0,0,0,0,C67L51,5,67,51,769051374.8077768,99.51870495560043,NA,NA
139,2245,Pista 2245,1,0,0,0,1,C67L51,5,67,51,769051374.8077768,99.51870495560043,NA,NA
140,2239,Pista 2239,1,0,0,0,0,C67L52,5,67,52,769374555.6816789,99.56052601345263,NA,NA
141,2371,Pista 2371,1,0,0,0,0,C66L52,5,66,52,769374555.6817309,99.56052601345937,NA,NA
142,981357,Carolina,0,1,0,0,0,C67L52,5,67,52,769374555.6816789,99.56052601345263,NA,NA
143,41,Pista 41,1,0,0,1,0,C67L52,5,67,52,769374555.6816789,99.56052601345263,NA,NA
144,878631,Pista Girassol,1,0,1,0,0,C67L52,5,67,52,769374555.6816789,99.56052601345263,NA,NA
145,26,Pista 26,1,0,0,1,0,C67L53,5,67,53,769683088.6385479,99.60045156499514,NA,NA
146,2389,Pista 2389,1,0,0,0,0,C66L53,5,66,53,769683088.6385734,99.60045156499845,NA,NA
147,25,Pista 25,1,0,0,1,1,C67L53,5,67,53,769683088.6385479,99.60045156499514,NA,NA
148,952,Pista 952,1,0,0,0,0,C67L54,5,67,54,769976967.803841,99.6384808500357,NA,NA
149,2380,Pista 2380,1,0,0,0,1,C67L54,5,67,54,769976967.803841,99.6384808500357,NA,NA
150,72262,Agromineral Mutum,1,1,0,0,1,C68L43,5,68,43,765939399.7250152,99.116001390877,NA,NA
151,604,Pista 604,1,0,0,0,1,C68L43,5,68,43,765939399.7250152,99.116001390877,NA,NA
152,2519,Pista 2519,1,0,0,0,1,C68L43,5,68,43,765939399.7250152,99.116001390877,NA,NA
153,2417,Pista 2417,1,0,0,0,0,C68L44,5,68,44,766379519.0107567,99.17295480488518,NA,NA
154,2420,Pista 2420,1,0,0,0,1,C68L44,5,68,44,766379519.0107567,99.17295480488518,NA,NA
155,364492,Fazenda Vera Paz,1,0,1,0,0,C68L44,5,68,44,766379519.0107567,99.17295480488518,NA,NA
156,2537,Pista 2537,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
157,2418,Pista 2418,1,0,0,0,0,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
158,2525,Pista 2525,1,0,0,0,0,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
159,2533,Pista 2533,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
160,2470,Pista 2470,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
161,2471,Pista 2471,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
162,72120,Pau D`Arco,1,1,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
163,2494,Pista 2494,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
164,77648,Pista Castanheirinho,1,1,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
165,2464,Pista 2464,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
166,2466,Pista 2466,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
167,2534,Pista 2534,1,0,0,0,0,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
168,2467,Pista 2467,1,0,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
169,80340,Rosa Branca,1,1,0,0,1,C68L45,5,68,45,766805047.4054286,99.22802009199968,NA,NA
170,2529,Pista 2529,1,0,0,0,1,C68L46,5,68,46,767215976.8069235,99.28119620377137,NA,NA
171,364494,Mundico Coelho,1,0,1,0,0,C68L46,5,68,46,767215976.8069235,99.28119620377137,NA,NA
172,364495,Crepurizão,1,0,1,0,0,C68L46,5,68,46,767215976.8069235,99.28119620377137,NA,NA
173,2440,Pista 2440,1,0,0,0,1,C68L47,5,68,47,767612299.3910619,99.33248212771626,NA,NA
174,2551,Pista 2551,1,0,0,0,1,C68L47,5,68,47,767612299.3910619,99.33248212771626,NA,NA
175,2549,Pista 2549,1,0,0,0,0,C68L47,5,68,47,767612299.3910619,99.33248212771626,NA,NA
176,2412,Pista 2412,1,0,0,0,1,C68L49,5,68,49,768361094.201338,99.42937954216374,NA,NA
177,2331,Pista 2331,1,0,0,0,1,C68L50,5,68,50,768713552.1703111,99.47498918772514,NA,NA
178,2483,Pista 2483,1,0,0,0,0,C68L51,5,68,51,769051374.8078607,99.5187049556113,NA,NA
179,650622,Clodson,1,1,0,0,1,C68L51,5,68,51,769051374.8078607,99.5187049556113,NA,NA
180,2324,Pista 2324,1,0,0,0,1,C68L51,5,68,51,769051374.8078607,99.5187049556113,NA,NA
181,44,Pista 44,1,0,0,1,1,C68L51,5,68,51,769051374.8078607,99.5187049556113,NA,NA
182,644825,NA,1,1,0,0,1,C68L52,5,68,52,769374555.6817733,99.56052601346485,NA,NA
183,2327,Pista 2327,1,0,0,0,1,C68L52,5,68,52,769374555.6817733,99.56052601346485,NA,NA
184,2359,Pista 2359,1,0,0,0,0,C68L52,5,68,52,769374555.6817733,99.56052601346485,NA,NA
185,2361,Pista 2361,1,0,0,0,0,C68L52,5,68,52,769374555.6817733,99.56052601346485,NA,NA
186,878636,Comunidade São Leopoldo do Tapajós,1,0,1,0,0,C68L54,5,68,54,769976967.803913,99.63848085004501,NA,NA
187,565534,NA,1,1,0,0,1,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
188,2513,Pista 2513,1,0,0,0,0,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
189,69743,Santa Helena,1,1,0,0,0,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
190,2515,Pista 2515,1,0,0,0,1,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
191,2518,Pista 2518,1,0,0,0,1,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
192,2517,Pista 2517,1,0,0,0,1,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
193,69594,Fazenda São Raimundo,0,1,0,0,0,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
194,68252,Independência,1,1,0,0,0,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
195,364490,Fazenda Planada,1,0,1,0,0,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
196,2487,Pista 2487,1,0,0,0,1,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
197,2521,Pista 2521,1,0,0,0,1,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
198,2524,Pista 2524,1,0,0,0,1,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
199,2523,Pista 2523,1,0,0,0,1,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
200,2526,Pista 2526,1,0,0,0,0,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
201,69403,Selva de Pedra,1,1,0,0,1,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
202,2469,Pista 2469,1,0,0,0,1,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
203,2465,Pista 2465,1,0,0,0,1,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
204,2528,Pista 2528,1,0,0,0,1,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
205,2527,Pista 2527,1,0,0,0,1,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
206,2484,Pista 2484,1,0,0,0,1,C69L46,5,69,46,767215976.8068702,99.28119620376447,NA,NA
207,2550,Pista 2550,1,0,0,0,1,C69L47,5,69,47,767612299.390999,99.33248212770812,NA,NA
208,71896,Nova Descoberta,1,1,0,0,1,C69L47,5,69,47,767612299.390999,99.33248212770812,NA,NA
209,2545,Pista 2545,1,0,0,0,1,C69L49,5,69,49,768361094.2012799,99.42937954215621,NA,NA
210,2330,Pista 2330,1,0,0,0,1,C69L50,5,69,50,768713552.1702615,99.4749891877187,NA,NA
211,2477,Pista 2477,1,0,0,0,1,C69L50,5,69,50,768713552.1702615,99.4749891877187,NA,NA
212,2323,Pista 2323,1,0,0,0,1,C69L50,5,69,50,768713552.1702615,99.4749891877187,NA,NA
213,2322,Pista 2322,1,0,0,0,1,C69L50,5,69,50,768713552.1702615,99.4749891877187,NA,NA
214,2475,Pista 2475,1,0,0,0,0,C69L50,5,69,50,768713552.1702615,99.4749891877187,NA,NA
215,2325,Pista 2325,1,0,0,0,1,C69L50,5,69,50,768713552.1702615,99.4749891877187,NA,NA
216,43,Pista 43,1,0,0,1,1,C69L51,5,69,51,769051374.8078041,99.51870495560397,NA,NA
217,2478,Pista 2478,1,0,0,0,1,C69L51,5,69,51,769051374.8078041,99.51870495560397,NA,NA
218,2242,Pista 2242,1,0,0,0,1,C69L51,5,69,51,769051374.8078041,99.51870495560397,NA,NA
219,2481,Pista 2481,1,0,0,0,0,C69L51,5,69,51,769051374.8078041,99.51870495560397,NA,NA
220,69286,Santa Felicidade,1,1,0,0,1,C69L51,5,69,51,769051374.8078041,99.51870495560397,NA,NA
221,2358,Pista 2358,1,0,0,0,1,C69L52,5,69,52,769374555.6817092,99.56052601345657,NA,NA
222,5,Pista 5,1,0,0,1,1,C69L52,5,69,52,769374555.6817092,99.56052601345657,NA,NA
223,80444,Pista São Pedro,1,1,0,0,0,C69L52,5,69,52,769374555.6817092,99.56052601345657,NA,NA
224,1,Pista 1,1,0,0,1,1,C69L53,5,69,53,769683088.6385516,99.60045156499561,NA,NA
225,2511,Pista 2511,1,0,0,0,1,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
226,2473,Pista 2473,1,0,0,0,0,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
227,2472,Pista 2472,1,0,0,0,0,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
228,71492,São Francisco,1,1,0,0,1,C69L42,5,69,42,765484697.9280739,99.057160934368,NA,NA
229,2474,Pista 2474,1,0,0,0,1,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
230,2497,Pista 2497,1,0,0,0,1,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
231,941,Pista 941,1,0,0,0,1,C69L43,5,69,43,765939399.7249533,99.116001390869,NA,NA
232,2485,Pista 2485,1,0,0,0,1,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
233,80295,Fazenda Conforto,1,1,0,0,0,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
234,2486,Pista 2486,1,0,0,0,1,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
235,2501,Pista 2501,1,0,0,0,1,C70L44,5,70,44,766379519.0107316,99.17295480488193,NA,NA
236,364493,Aeródromo Tabocal,1,0,1,0,0,C69L44,5,69,44,766379519.0107108,99.17295480487923,NA,NA
237,69336,Muriçoca,1,1,0,0,1,C69L45,5,69,45,766805047.4053884,99.22802009199447,NA,NA
238,2450,Pista 2450,1,0,0,0,1,C69L46,5,69,46,767215976.8068702,99.28119620376447,NA,NA
