"data","precip_media_mm"
2019-12-05,0.0138888888888889
2019-12-06,5.01388888888889
2019-12-07,14.3680555555556
2019-12-08,0.868055555555556
2019-12-09,1.33333333333333
2019-12-10,0.590277777777778
2019-12-11,4.38888888888889
2019-12-12,0.236111111111111
2019-12-13,3.84722222222222
2019-12-14,6.30555555555556
2019-12-15,1.90277777777778
2019-12-16,0.0138888888888889
2019-12-17,83.6805555555556
2019-12-18,1.98611111111111
2019-12-19,12.7430555555556
2019-12-20,1.27777777777778
2019-12-21,2.59722222222222
2019-12-22,0.291666666666667
2019-12-23,0
2019-12-24,23.0555555555556
2019-12-25,0.0833333333333333
2019-12-26,3.79166666666667
2019-12-27,0.0902777777777778
2019-12-28,3.625
2019-12-29,3.77083333333333
2019-12-30,18.7847222222222
2019-12-31,0.444444444444444
2020-01-01,32.5486111111111
2020-01-02,39.4166666666667
2020-01-03,3.57638888888889
2020-01-04,1.26388888888889
2020-01-05,3.40277777777778
2020-01-06,13.7083333333333
2020-01-07,1.40277777777778
2020-01-08,0
2020-01-09,1.17361111111111
2020-01-10,0.375
2020-01-11,1.46527777777778
2020-01-12,82.7291666666667
2020-01-13,0.6875
2020-01-14,6.625
2020-01-15,0
2020-01-16,0.0277777777777778
2020-01-17,3.59027777777778
2020-01-18,0
2020-01-19,3.52083333333333
2020-01-20,0
2020-01-21,0.243055555555556
2020-01-22,2.70833333333333
2020-01-23,3.94444444444444
2020-01-24,5.63888888888889
2020-01-25,1.64583333333333
2020-01-26,0
2020-01-27,0.305555555555556
2020-01-28,1.75
2020-01-29,15.8055555555556
2020-01-30,4.79861111111111
2020-01-31,11.9236111111111
2020-02-01,1.15277777777778
2020-02-02,3.66666666666667
2020-02-03,0.173611111111111
2020-02-04,19.9583333333333
2020-02-05,0.138888888888889
2020-02-06,0
2020-02-07,9.51388888888889
2020-02-08,12.3402777777778
2020-02-09,0
2020-02-10,7.23611111111111
2020-02-11,4.84027777777778
2020-02-12,0.243055555555556
2020-02-13,24.3888888888889
2020-02-14,1.97916666666667
2020-02-15,2.22916666666667
2020-02-16,7.34722222222222
2020-02-17,1.40972222222222
2020-02-18,1.99305555555556
2020-02-19,4.58333333333333
2020-02-20,19.4097222222222
2020-02-21,8.35416666666667
2020-02-22,8.61111111111111
2020-02-23,3.97916666666667
2020-02-24,9.45833333333333
2020-02-25,4.45833333333333
2020-02-26,0.583333333333333
2020-02-27,29.3611111111111
2020-02-28,36.9444444444444
2020-02-29,0.819444444444444
2020-03-01,27.375
2020-03-02,19.1180555555556
2020-03-03,2.25694444444444
2020-03-04,0.916666666666667
2020-03-05,5.79861111111111
2020-03-06,0.951388888888889
2020-03-07,0.472222222222222
2020-03-08,13.2986111111111
2020-03-09,14.2986111111111
2020-03-10,18.625
2020-03-11,5.29166666666667
2020-03-12,15.0277777777778
2020-03-13,5.125
2020-03-14,41.3472222222222
2020-03-15,2.60416666666667
2020-03-16,0
2020-03-17,0.972222222222222
2020-03-18,3.625
2020-03-19,1.88888888888889
2020-03-20,1.77777777777778
2020-03-21,2
2020-03-22,0.527777777777778
2020-03-23,58.2569444444444
2020-03-24,0.152777777777778
2020-03-25,0.368055555555556
2020-03-26,15.7222222222222
2020-03-27,15.1041666666667
2020-03-28,1.41666666666667
2020-03-29,0
2020-03-30,23.5555555555556
2020-03-31,1.84027777777778
2020-04-01,13.0277777777778
2020-04-02,0.638888888888889
2020-04-03,2.83333333333333
2020-04-04,1.27777777777778
2020-04-05,0.0486111111111111
2020-04-06,0.00694444444444444
2020-04-07,1.14583333333333
2020-04-08,8.19444444444444
2020-04-09,0.00694444444444444
2020-04-10,8.02777777777778
2020-04-11,7.05555555555556
2020-04-12,13.1180555555556
2020-04-13,0
2020-04-14,39.7083333333333
2020-04-15,3.44444444444444
2020-04-16,2.06944444444444
2020-04-17,10.8263888888889
2020-04-18,7.61805555555556
2020-04-19,40.4097222222222
2020-04-20,1.40277777777778
2020-04-21,1.13194444444444
2020-04-22,3.96527777777778
2020-04-23,0.0138888888888889
2020-04-24,1.22916666666667
2020-04-25,1.64583333333333
2020-04-26,2.23611111111111
2020-04-27,11.8888888888889
2020-04-28,14.5763888888889
2020-04-29,0.0416666666666667
2020-04-30,0.604166666666667
2020-05-01,0.215277777777778
2020-05-02,2.02083333333333
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,3.43055555555556
2020-05-07,3.54166666666667
2020-05-08,0
2020-05-09,0
2020-05-10,0.0486111111111111
2020-05-11,0
2020-05-12,0.5
2020-05-13,0.166666666666667
2020-05-14,14.9166666666667
2020-05-15,6.5
2020-05-16,0
2020-05-17,0.0138888888888889
2020-05-18,0.0694444444444444
2020-05-19,2.68055555555556
2020-05-20,26.0555555555556
2020-05-21,0
2020-05-22,2.13194444444444
2020-05-23,0.0138888888888889
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,3.04166666666667
2020-06-01,2.43055555555556
2020-06-02,0
2020-06-03,0
2020-06-04,1.5
2020-06-05,3.72222222222222
2020-06-06,0.361111111111111
2020-06-07,1.38194444444444
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,1.38194444444444
2020-06-14,0.319444444444444
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,3.55555555555556
2020-07-02,16.1527777777778
2020-07-03,7.63888888888889
2020-07-04,1.46527777777778
2020-07-05,0
2020-07-06,0
2020-07-07,0.0902777777777778
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,0.354166666666667
2020-08-18,0
2020-08-19,0
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,0
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,15.9444444444444
2020-08-29,0
2020-08-30,0.409722222222222
2020-08-31,0
2020-09-01,0
2020-09-02,0.534722222222222
2020-09-03,0
2020-09-04,4.81944444444444
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,2.27777777777778
2020-09-11,0
2020-09-12,0
2020-09-13,0
2020-09-14,0
2020-09-15,0
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,0
2020-09-20,8.08333333333333
2020-09-21,3.52777777777778
2020-09-22,0.0138888888888889
2020-09-23,14.5138888888889
2020-09-24,0
2020-09-25,5.88888888888889
2020-09-26,7.20138888888889
2020-09-27,0.00694444444444444
2020-09-28,0
2020-09-29,0
2020-09-30,2.44444444444444
2020-10-01,12.8263888888889
2020-10-02,0.375
2020-10-03,0
2020-10-04,0
2020-10-05,3.93055555555556
2020-10-06,0.0555555555555556
2020-10-07,10.7222222222222
2020-10-08,0.375
2020-10-09,0
2020-10-10,0
2020-10-11,0.375
2020-10-12,0.0416666666666667
2020-10-13,0
2020-10-14,10.625
2020-10-15,0
2020-10-16,0
2020-10-17,0.395833333333333
2020-10-18,1.22222222222222
2020-10-19,6.98611111111111
2020-10-20,0.166666666666667
2020-10-21,0
2020-10-22,2.40277777777778
2020-10-23,0
2020-10-24,2.01388888888889
2020-10-25,3.11111111111111
2020-10-26,0
2020-10-27,0
2020-10-28,0
2020-10-29,0
2020-10-30,1.14583333333333
2020-10-31,3.08333333333333
2020-11-01,23.125
2020-11-02,0
2020-11-03,4.15277777777778
2020-11-04,13.9861111111111
2020-11-05,0
2020-11-06,0
2020-11-07,0.833333333333333
2020-11-08,0
2020-11-09,5.65972222222222
2020-11-10,0.00694444444444444
2020-11-11,3.91666666666667
2020-11-12,0.0555555555555556
2020-11-13,8.40277777777778
2020-11-14,0.458333333333333
2020-11-15,1.06944444444444
2020-11-16,0.861111111111111
2020-11-17,20.7638888888889
2020-11-18,13.7708333333333
2020-11-19,0
2020-11-20,0.236111111111111
2020-11-21,0.916666666666667
2020-11-22,0.0138888888888889
2020-11-23,0.416666666666667
2020-11-24,0
2020-11-25,5.875
2020-11-26,5.43055555555556
2020-11-27,3.31944444444444
2020-11-28,0
2020-11-29,1.25
2020-11-30,3.48611111111111
2020-12-01,1.66666666666667
2020-12-02,0.236111111111111
2020-12-03,0
2020-12-04,3.05555555555556
2020-12-05,20.8194444444444
2020-12-06,0.805555555555556
2020-12-07,4.56944444444444
2020-12-08,0
2020-12-09,0.472222222222222
2020-12-10,19.2430555555556
2020-12-11,21.2222222222222
2020-12-12,0
2020-12-13,0
2020-12-14,0.222222222222222
2020-12-15,6.49305555555556
2020-12-16,1.02083333333333
2020-12-17,0
2020-12-18,6.375
2020-12-19,4.25
2020-12-20,0.0138888888888889
2020-12-21,0.541666666666667
2020-12-22,12.8680555555556
2020-12-23,2.36805555555556
2020-12-24,0
2020-12-25,4.5
2020-12-26,6.3125
2020-12-27,5.41666666666667
2020-12-28,0
2020-12-29,14.9166666666667
2020-12-30,6.22222222222222
2020-12-31,0.201388888888889
2021-01-01,0.0416666666666667
2021-01-02,0.180555555555556
2021-01-03,9.05555555555556
2021-01-04,10.8194444444444
2021-01-05,4.77777777777778
2021-01-06,0.0833333333333333
2021-01-07,0
2021-01-08,4.38888888888889
2021-01-09,2.45138888888889
2021-01-10,61.6111111111111
2021-01-11,0.159722222222222
2021-01-12,0.263888888888889
2021-01-13,3.22222222222222
2021-01-14,1.39583333333333
2021-01-15,17.5902777777778
2021-01-16,14.2847222222222
2021-01-17,0.256944444444444
2021-01-18,5.52777777777778
2021-01-19,33.9861111111111
2021-01-20,2.17361111111111
2021-01-21,52.9513888888889
2021-01-22,0.798611111111111
2021-01-23,12.6319444444444
2021-01-24,0.277777777777778
2021-01-25,9.79861111111111
2021-01-26,0
2021-01-27,17.75
2021-01-28,1.55555555555556
2021-01-29,0.118055555555556
2021-01-30,21.4027777777778
2021-01-31,1.0625
2021-02-01,0
2021-02-02,4.72222222222222
2021-02-03,2.31944444444444
2021-02-04,0.930555555555556
2021-02-05,2.98611111111111
2021-02-06,0
2021-02-07,2.6875
2021-02-08,3.65277777777778
2021-02-09,9.54166666666667
2021-02-10,33.75
2021-02-11,15.9444444444444
2021-02-12,3.44444444444444
2021-02-13,0.0555555555555556
2021-02-14,13.1319444444444
2021-02-15,0.201388888888889
2021-02-16,2.96527777777778
2021-02-17,28.3055555555556
2021-02-18,2.36111111111111
2021-02-19,1.59722222222222
2021-02-20,25.5277777777778
2021-02-21,8.4375
2021-02-22,0.326388888888889
2021-02-23,7.39583333333333
2021-02-24,3.30555555555556
2021-02-25,25.0347222222222
2021-02-26,4.27083333333333
2021-02-27,0.881944444444444
2021-02-28,33.4444444444444
2021-03-01,20
2021-03-02,19.7777777777778
2021-03-03,7.35416666666667
2021-03-04,2.4375
2021-03-05,22.3888888888889
2021-03-06,2.44444444444444
2021-03-07,0.3125
2021-03-08,2.86111111111111
2021-03-09,12.2222222222222
2021-03-10,31.3611111111111
2021-03-11,0.194444444444444
2021-03-12,1.8125
2021-03-13,0.604166666666667
2021-03-14,24.25
2021-03-15,0.111111111111111
2021-03-16,0.451388888888889
2021-03-17,0.0694444444444444
2021-03-18,11.2916666666667
2021-03-19,2.30555555555556
2021-03-20,5.63194444444444
2021-03-21,0.298611111111111
2021-03-22,0.715277777777778
2021-03-23,14.1666666666667
2021-03-24,1.375
2021-03-25,1.61111111111111
2021-03-26,0
2021-03-27,2.03472222222222
2021-03-28,0
2021-03-29,6.79166666666667
2021-03-30,0
2021-03-31,7.86805555555556
2021-04-01,1.11805555555556
2021-04-02,0.243055555555556
2021-04-03,29.6111111111111
2021-04-04,9.15972222222222
2021-04-05,0.0486111111111111
2021-04-06,0.638888888888889
2021-04-07,4.84027777777778
2021-04-08,12.125
2021-04-09,10.3055555555556
2021-04-10,0
2021-04-11,6.88194444444444
2021-04-12,2.08333333333333
2021-04-13,0
2021-04-14,10.5972222222222
2021-04-15,6.60416666666667
2021-04-16,0.145833333333333
2021-04-17,0.652777777777778
2021-04-18,7.31944444444444
2021-04-19,5.91666666666667
2021-04-20,0.631944444444444
2021-04-21,7.45833333333333
2021-04-22,9.91666666666667
2021-04-23,0.180555555555556
2021-04-24,0
2021-04-25,0.270833333333333
2021-04-26,0.458333333333333
2021-04-27,0
2021-04-28,0.527777777777778
2021-04-29,0.0138888888888889
2021-04-30,0.0138888888888889
2021-05-01,6.19444444444444
2021-05-02,2.34027777777778
2021-05-03,1.77777777777778
2021-05-04,0.152777777777778
2021-05-05,0.722222222222222
2021-05-06,10.0347222222222
2021-05-07,1.02777777777778
2021-05-08,0
2021-05-09,0
2021-05-10,7.54166666666667
2021-05-11,8.72222222222222
2021-05-12,0.152777777777778
2021-05-13,1.65972222222222
2021-05-14,0
2021-05-15,0.0694444444444444
2021-05-16,0
2021-05-17,0
2021-05-18,0
2021-05-19,0
2021-05-20,3.27777777777778
2021-05-21,3.36111111111111
2021-05-22,0
2021-05-23,2.71527777777778
2021-05-24,2.88888888888889
2021-05-25,0
2021-05-26,0
2021-05-27,0
2021-05-28,0
2021-05-29,0
2021-05-30,0
2021-05-31,0
2021-06-01,0
2021-06-02,0
2021-06-03,0
2021-06-04,0
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,0
2021-06-09,0.00694444444444444
2021-06-10,0
2021-06-11,0
2021-06-12,0
2021-06-13,0
2021-06-14,0
2021-06-15,0
2021-06-16,0
2021-06-17,0
2021-06-18,0
2021-06-19,0
2021-06-20,21.7430555555556
2021-06-21,3.44444444444444
2021-06-22,1.875
2021-06-23,0
2021-06-24,0
2021-06-25,0
2021-06-26,0
2021-06-27,0
2021-06-28,2.4375
2021-06-29,1.47222222222222
2021-06-30,0
2021-07-01,0
2021-07-02,0
2021-07-03,0
2021-07-04,0
2021-07-05,0
2021-07-06,0
2021-07-07,0
2021-07-08,0
2021-07-09,0
2021-07-10,0
2021-07-11,0
2021-07-12,0
2021-07-13,0
2021-07-14,0
2021-07-15,0
2021-07-16,0
2021-07-17,0
2021-07-18,0.5
2021-07-19,0
2021-07-20,0
2021-07-21,0
2021-07-22,0
2021-07-23,0
2021-07-24,0
2021-07-25,0
2021-07-26,0
2021-07-27,0
2021-07-28,0
2021-07-29,0
2021-07-30,0
2021-07-31,0
2021-08-01,0
2021-08-02,0
2021-08-03,0.0625
2021-08-04,0
2021-08-05,0
2021-08-06,0
2021-08-07,0
2021-08-08,0
2021-08-09,0
2021-08-10,0
2021-08-11,0
2021-08-12,0
2021-08-13,0
2021-08-14,0
2021-08-15,0
